基金代码	基金名称	开始日期	类型
163109	申万深证成分分级	2010-10-22	股票基金
163111	申万菱信中小板指数分级	2012-05-08	股票基金
163113	申万证券行业指数分级	2014-03-14	股票基金
163114	申万环保	2014-05-30	股票基金
163115	申万军工	2014-07-24	股票基金
163116	申万电子	2015-05-14	股票基金
163117	申万传媒	2015-05-29	股票基金
163118	医药生物	2015-06-19	股票基金
163209	诺安中证创业成长指数分级	2012-03-29	股票基金
163211	诺安纯债C	2013-03-27	债券基金
163406	兴全合润分级混合	2010-04-22	混合式基金
163812	中银双利B	2010-11-24	债券基金
163817	中银转债B	2011-06-29	债券基金
163820	中银货币B	2012-03-29	货币基金
163825	中银互利半年定期开放债券	2013-09-24	债券基金
163908	惠裕A	2013-01-07	债券基金
163909	中海惠丰分级债券	2013-09-12	债券基金
164207	添利A	2010-12-03	债券基金
164209	丰利A	2011-11-23	债券基金
164211	同利A	2013-09-17	债券基金
164304	新华环保	2014-09-12	股票基金
164401	健康分级	2015-04-16	股票基金
164402	前海开源中航军工指数分级	2015-03-30	股票基金
164403	前海开源沪港深农业混合（LOF）	2015-06-04	混合式基金
164508	国富100	2015-03-26	股票基金
164510	国富恒利债券(LOF)C	2014-03-10	债券基金
164703	汇添富纯债	2013-11-06	债券基金
164705	汇添富恒生指数分级	2014-03-07	股票基金
164809	工银中证500指数	2012-01-31	股票基金
164818	工银中证传媒指数分级	2015-05-20	股票基金
164819	环保母基	2015-07-09	股票基金
164820	高铁母基	2015-07-23	股票基金
164821	新能母基	2015-07-09	股票基金
164822	工银政府债纯债C	2017-01-06	债券基金
164825	工银京津冀指数C	2018-04-17	股票基金
164905	交银国证新能源指数分级	2015-03-26	股票基金
164907	交银中证互联网金融指数分级	2015-06-26	股票基金
164908	交银中证环境治理指数(LOF)	2015-08-13	股票基金
165310	建信双利分级股票	2011-05-06	股票基金
165312	建信央视50	2013-03-28	股票基金
165314	建信信用C	2014-06-16	债券基金
165315	建信中证互联网金融指数分级发起式	2015-07-31	股票基金
165316	建信有色金属分级	2015-08-06	股票基金
165511	信诚中证500指数	2011-02-11	股票基金
165515	信诚沪深300指数分级	2012-02-01	股票基金
165518	双盈A	2012-04-13	债券基金
165519	信诚中证800医药指数分级	2013-08-16	股票基金
165520	信诚中证800有色指数分级	2013-08-29	股票基金
165521	信诚中证800金融指数分级	2013-12-20	股票基金
165522	信诚中证TMT产业主题指数分级	2014-11-28	股票基金
165523	信诚中证信息安全指数分级	2015-06-26	股票基金
165524	信诚中证智能家居指数分级	2015-06-26	股票基金
165525	信诚中证基建工程指数分级	2015-08-06	股票基金
165527	信诚新旺C	2015-12-07	混合式基金
165706	双翼A	2012-02-16	债券基金
165707	诺德S300	2012-09-10	股票基金
165807	东吴鼎利债券(LOF)	2013-04-25	债券基金
165809	东吴中证可转债指数分级	2014-05-09	债券基金
165810	东吴沪深300指数C	2018-07-11	股票基金
166004	中欧稳C	2009-04-24	债券基金
166010	中欧鼎利分级债券	2011-06-16	债券基金
166013	信用A	2012-04-16	债券基金
166015	中欧货币B	2012-12-12	货币基金
166021	中欧纯债添利分级债券	2013-11-28	债券基金
166106	信达利A	2012-05-07	债券基金
166802	浙商沪深300指数分级	2012-05-07	股票基金
166903	民生增C	2012-11-15	债券基金
166905	民生添C	2013-08-12	债券基金
167301	方正富邦保险主题	2015-07-31	股票基金
167502	宝利A	2013-07-24	债券基金
167503	安信一带一路分级	2015-05-14	股票基金
167601	国金沪深300指数增强	2013-07-26	股票基金
167703	优选C	2017-03-24	股票基金
167704	德信C	2017-04-21	债券基金
167706	新锐C	2018-04-04	股票基金
168001	国寿安保中证养老产业指数分级	2015-06-26	股票基金
168107	盈华C	2016-12-19	混合式基金
168201	中融一带一路	2015-05-14	股票基金
168202	中融白酒	2015-09-30	股票基金
168203	中融钢铁	2015-06-19	股票基金
168204	中融煤炭	2015-06-25	股票基金
168205	中融银行	2015-06-05	股票基金
180009	银华货币B	2005-01-31	货币基金
180026	银华双利C	2010-12-03	债券基金
180030	银华永泰C	2011-12-28	债券基金
200103	长城货币B	2012-04-06	货币基金
200113	长城积极C	2011-04-12	债券基金
202102	南方多利中短期债券	2006-03-27	债券基金
202107	南方广利C	2010-11-03	债券基金
202110	南方润元C	2012-07-20	债券基金
202302	南方现金B	2009-07-22	货币基金
202304	南方理财14天B	2012-08-14	货币基金
202306	南方理财60天B	2012-10-19	货币基金
202308	南方收益宝B	2013-01-22	货币基金
206004	鹏华信用增利B	2010-05-31	债券基金
206017	鹏华月月发B	2012-12-19	货币基金
210011	金鹰灵活C	2012-11-29	混合式基金
210013	金鹰货币B	2012-12-07	货币基金
213909	宝盈货币B	2009-08-05	货币基金
213917	宝盈增收C	2008-10-20	债券基金
217014	招商现金B	2009-12-01	货币基金
217026	招商7天B	2012-12-07	货币基金
217203	招商债券B	2006-04-12	债券基金
233013	大摩多元债C	2012-08-28	债券基金
240007	华宝现金宝B	2005-03-31	货币基金
240013	华宝强债B	2009-02-17	债券基金
240021	华宝中证短融50指数债券	2012-06-12	货币基金
253021	国联安增利B	2009-03-11	债券基金
253051	国联安货币B	2011-01-26	货币基金
253061	国联安信心B	2012-02-22	债券基金
260202	景顺长城货币B	2010-04-30	货币基金
261101	景顺稳债C	2011-03-25	债券基金
261102	景顺优信C	2012-03-15	债券基金
270014	广发货币B	2009-04-20	货币基金
270030	广发聚财B	2012-03-13	债券基金
270045	广发双债C	2012-09-20	债券基金
270047	广发30天B	2013-01-14	货币基金
270049	广发纯债C	2012-12-12	债券基金
288102	华夏稳定双利债券	2006-07-20	债券基金
288201	华夏货币B	2012-12-10	货币基金
291007	泰信强债C	2009-07-29	债券基金
310339	收益宝B	2013-01-21	货币基金
310379	申万添益宝B	2008-12-04	债券基金
320009	诺安增利债券B	2009-09-01	债券基金
320019	诺安货币B	2012-02-21	货币基金
360009	光大增利C	2008-10-29	债券基金
360014	光大添益C	2011-05-16	债券基金
360018	光大添天利B	2012-06-19	货币基金
360020	光大添天盈B	2012-10-25	货币基金
360022	光大双月理财B	2012-09-05	货币基金
370011	上投货币B	2005-04-13	货币基金
370022	上投分红B	2012-06-25	债券基金
370026	上投添利C	2013-02-04	债券基金
371120	上投债券B	2009-06-24	债券基金
372110	上投强化B	2011-08-10	债券基金
380002	中银理财14天债B	2012-09-24	货币基金
380004	中银理财60天债B	2012-10-26	货币基金
380006	中银纯债C	2012-12-12	债券基金
380008	中银7天B	2012-12-24	货币基金
380011	中银30天B	2013-01-31	货币基金
392002	中海货币B	2010-07-28	货币基金
395012	中海强债C	2011-03-23	债券基金
400006	东方货币B	2014-10-22	货币基金
400029	东方双债C	2014-09-24	债券基金
410005	华富增强债券B	2008-05-28	债券基金
420102	天弘债B	2008-04-18	债券基金
420106	天弘现金B	2012-06-20	货币基金
420108	天弘发起B	2012-08-10	债券基金
450006	国富债C	2008-12-18	债券基金
450019	国富恒久债C	2012-09-11	债券基金
460003	华泰增利B	2007-12-03	债券基金
460106	华泰柏瑞货币B	2009-05-06	货币基金
460108	华泰稳健C	2012-12-04	债券基金
470011	添富多元债C	2012-09-18	债券基金
470059	添富可转债C	2011-06-17	债券基金
470078	添富增收C	2009-09-15	债券基金
470089	汇添富6月红C	2011-12-20	债券基金
471014	添富理财14天债B	2012-07-10	货币基金
471021	汇添富21天B	2013-01-24	货币基金
471030	添富理财B	2012-05-09	货币基金
471060	添富理财60天债B	2012-06-12	货币基金
472007	汇添富7天B	2013-05-29	货币基金
472028	添富理财28天B	2012-10-18	货币基金
485005	工银强债B	2007-05-11	债券基金
485007	工银添利B	2008-04-14	债券基金
485011	工银双利B	2010-08-16	债券基金
485014	工银添颐B	2011-08-10	债券基金
485018	工银7天理财债B	2012-08-22	货币基金
485019	工银信用纯债B	2012-11-14	债券基金
485020	工银14天理财债B	2012-10-26	货币基金
485022	工银60天B	2013-01-28	货币基金
501006	精准医C	2016-01-21	股票基金
501008	互联医C	2016-12-22	股票基金
501010	生物科C	2016-12-22	股票基金
501012	中药C	2016-12-29	股票基金
501031	环境C	2016-12-29	股票基金
501037	中证500C	2017-08-10	股票基金
501040	添富睿C	2017-09-29	混合式基金
501042	添富弘C	2017-09-29	混合式基金
501045	沪深300C	2017-09-06	股票基金
501048	证券C	2017-12-04	股票基金
501058	新能车C	2018-05-23	股票基金
501061	金选300C	2018-08-30	股票基金
501068	AH50C	2018-12-03	股票基金
501306	港股高C	2017-11-24	股票基金
501308	银河高C	2018-04-10	股票基金
502000	西部利得中证500等权重指数分级	2015-04-15	股票基金
502002	500等权B	2015-04-15	股票基金
502003	易方达军工分级	2015-07-08	股票基金
502005	军工B	2015-07-08	股票基金
502006	易方达国企改革分级	2015-06-15	股票基金
502008	国企改B	2015-06-15	股票基金
502010	易方达证券公司分级	2015-07-08	股票基金
502012	证券B	2015-07-08	股票基金
502013	长盛中证申万一带一路指数分级	2015-05-29	股票基金
502015	一带一B	2015-05-29	股票基金
502016	长信一带一路指数	2015-08-14	股票基金
502018	带路B	2015-08-17	股票基金
502020	国金上证50	2015-05-26	股票基金
502022	国金50B	2015-05-27	股票基金
502023	鹏华钢铁分级	2015-08-13	股票基金
502025	钢铁B	2015-08-13	股票基金
502028	新丝路B	2015-08-13	股票基金
502030	中海中证高铁产业指数分级	2015-07-31	股票基金
502032	高铁B	2015-07-31	股票基金
502036	互联金融	2015-06-29	股票基金
502038	网金B	2015-06-29	股票基金
502040	长盛上证50指数分级	2015-08-13	股票基金
502042	上50B	2015-08-13	股票基金
502048	易方达上证50分级	2015-04-15	股票基金
502050	上证50B	2015-04-15	股票基金
502053	长盛中证证券公司分级	2015-08-13	股票基金
502055	券商B	2015-08-13	股票基金
502056	广发医疗指数分级	2015-07-23	股票基金
502058	医疗B	2015-07-23	股票基金
511600	货币ETF	2016-09-09	货币基金
511660	建信添益	2016-09-02	货币基金
511690	交易货币	2016-09-29	货币基金
511700	平安货币ETF	2016-09-23	货币基金
511760	德邦现金宝	2016-11-28	货币基金
511770	金鹰增益货币	2017-03-20	货币基金
511800	易货币	2014-11-21	货币基金
511810	理财金H	2014-12-05	货币基金
511820	鹏华添利	2016-01-29	货币基金
511850	财富宝E	2016-06-30	货币基金
511900	富国收益宝交易型货币	2015-11-24	货币基金
511910	融通货币	2016-06-20	货币基金
511920	广发货币	2016-03-09	货币基金
511960	嘉实快线	2015-12-28	货币基金
511970	国寿货币	2016-07-04	货币基金
511980	现金添富	2015-10-16	货币基金
519022	国泰金泰C	2015-11-17	混合式基金
519023	海富通稳健添利债券	2008-10-24	债券基金
519052	海富通双利A	2013-12-04	债券基金
519053	海富通双利B	2013-12-04	债券基金
519058	海富通双福B	2014-05-06	债券基金
519059	海富通双福	2014-05-06	债券基金
519060	海富通纯债债券	2014-04-02	债券基金
519112	浦银收益C	2009-09-22	债券基金
519119	浦银幸福B	2012-09-18	债券基金
519122	浦银6个月C	2013-05-16	债券基金
519124	浦银添C	2013-06-14	债券基金
519129	月月盈C	2014-12-05	债券基金
519153	新华纯债C	2012-12-21	债券基金
519157	新华行业配置C	2015-08-01	混合式基金
519161	新华安享惠金C	2013-11-13	债券基金
519163	新华增怡C	2013-12-04	债券基金
519173	睿智C	2016-02-03	混合式基金
519176	浦银消费C	2016-01-21	混合式基金
519177	浦银盛世精选C	2015-11-20	混合式基金
519187	万家稳增C	2009-08-12	债券基金
519189	万家恒利债C	2012-09-21	债券基金
519207	万家年年恒荣C	2016-11-15	债券基金
519209	万家年年恒祥C	2016-09-18	债券基金
519211	万家恒景18个月定开债C	2016-12-13	债券基金
519221	海富通欣益混合	2016-09-07	混合式基金
519223	海富通欣荣混合	2016-09-22	混合式基金
519228	海富通欣享混合	2017-03-10	混合式基金
519321	聚利C	2016-05-04	债券基金
519323	浦银安盛盛元定期开放债C	2016-07-22	债券基金
519325	浦银安盛盛鑫定开债券C	2016-07-11	债券基金
519327	聚益C	2016-11-17	债券基金
519329	浦银安盛盛泰纯债债券C	2016-11-11	债券基金
519331	浦银安盛盛跃纯债债券C	2017-03-21	债券基金
519333	浦银安盛盛达纯债债券C	2016-12-19	债券基金
519335	浦银安盛盛勤纯债债券C	2017-04-19	债券基金
519501	万家货币R	2013-08-15	货币基金
519506	海富通货币B	2006-08-01	货币基金
519507	万家货币B	2013-08-15	货币基金
519510	浦银货币B	2011-03-09	货币基金
519512	万家日日薪B	2014-05-15	货币基金
519513	万家日日薪R	2014-05-15	货币基金
519516	浦银货币E	2014-09-15	货币基金
519517	添富货币B	2007-05-22	货币基金
519529	海富通现金B	2013-03-13	货币基金
519567	浦银日日盈B	2014-03-25	货币基金
519568	浦银日日盈D	2014-05-30	货币基金
519589	交银货币B	2007-06-22	货币基金
519611	银河旺利混合C	2016-05-13	混合式基金
519612	银河旺利混合I	2016-05-13	混合式基金
519614	银河君尚混合C	2016-08-17	混合式基金
519615	银河君尚混合I	2016-08-17	混合式基金
519617	银河君信混合C	2016-09-07	混合式基金
519618	银河君信混合I	2016-09-07	混合式基金
519620	银河君荣混合C	2016-09-05	混合式基金
519621	银河君荣混合I	2016-09-05	混合式基金
519624	银河君耀混合C	2016-11-18	混合式基金
519626	银河君盛混合C	2016-12-09	混合式基金
519628	银河君润混合C	2016-12-27	混合式基金
519630	银河睿利混合C	2016-12-29	混合式基金
519634	银河君腾混合C	2017-03-02	混合式基金
519641	银河鸿利C	2015-06-19	混合式基金
519646	银河鑫利I	2015-11-16	混合式基金
519647	银河鸿利I	2015-11-16	混合式基金
519648	银河泰利I	2015-11-18	债券基金
519650	银河犇利混合C	2017-03-10	混合式基金
519653	银河鑫利C	2015-04-22	混合式基金
519657	银河灵活C	2014-02-11	混合式基金
519661	银河增利C	2013-07-17	债券基金
519663	银河岁岁C	2013-08-09	债券基金
519665	银河美丽C	2014-05-29	混合式基金
519666	银河银信添利债券	2007-03-14	债券基金
519682	交银增利C	2008-03-31	债券基金
519685	交银双利C	2011-09-26	债券基金
519717	交银21天B	2013-01-09	货币基金
519720	交银纯债C	2012-12-19	债券基金
519722	交银60天B	2013-03-13	货币基金
519725	交银双轮C	2013-04-18	债券基金
519731	交银月月丰C	2013-08-13	债券基金
519735	交银强化回报C	2014-01-28	债券基金
519745	交银丰润债C	2014-12-15	债券基金
519748	交银丰享收益债券	2015-01-19	债券基金
519759	交银周期回报C	2015-11-19	混合式基金
519760	交银新回报C	2015-11-19	混合式基金
519761	交银多策略C	2015-11-19	混合式基金
519763	交银裕通纯债债券C	2015-12-29	债券基金
